epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,400.003,1.46857,3.95653,0.01049,0.78214,0.22821,0.23975,0.14186,1.35553,2.44822,0.01275,0.00166172,0.000553908,0.00166172,0.000553908,0.00166172,0.000553908,0.00166172,0.000553908
